,user_id,State,User_Score
50967,3334136,SC,3
50968,3637044,MA,2
50969,402193,MI,4
50970,2505700,GA,1
50971,3664285,HI,2
50972,98515,FL,1
50973,329925,OR,4
50974,2720655,CT,2
50975,1678791,IN,2
50976,240589,MN,3
50977,84313,UT,4
50978,2815545,GA,4
50979,103904,NE,3
50980,1301745,OK,1
50981,2944347,MN,1
50982,96404,WV,1
50983,3247406,AL,3
50984,285830,RI,4
50985,443424,AL,4
50986,533068,ND,1
50987,175211,SD,3
50988,736861,NV,2
50989,766146,NE,4
50990,733935,KY,4
50991,1716458,ND,1
50992,2163540,ID,1
50993,2157851,VA,1
50994,407790,PA,2
50995,36638,FL,2
50996,507321,KS,1
50997,1717789,NC,3
50998,3338717,OK,2
50999,3325381,WA,1
51000,461192,MA,4
51001,709374,WI,3
51002,823429,NE,2
51003,3004527,WY,3
51004,27183,IN,4
51005,3703278,MO,4
51006,2574351,ND,2
51007,1060370,PA,4
51008,1589994,TX,4
51009,3005038,MS,1
51010,651914,IA,4
51011,1075441,TN,1
51012,374523,NE,3
51013,72266,CO,4
51014,1990932,OR,3
51015,2558230,AR,2
51016,634829,KY,1
51017,41725,AR,2
51018,317058,MN,3
51019,3422630,MD,2
51020,298475,CT,2
51021,304722,WA,1
51022,56803,NE,1
51023,2421313,CT,4
51024,845771,CA,1
51025,1556187,NE,2
51026,1949888,SC,1
51027,178310,MI,1
51028,1794289,AR,3
51029,158926,MN,2
51030,2152018,VT,2
51031,1857091,VT,1
51032,1136125,DE,3
51033,2075464,GA,3
51034,247583,SC,1
51035,3960791,OK,4
51036,1535640,LA,4
51037,3861741,TN,4
51038,910776,DE,4
51039,1053872,MN,1
51040,215209,ME,3
51041,1160881,TX,3
51042,3273307,MO,3
51043,344230,CT,2
51044,1462374,TN,2
51045,723449,IL,2
51046,2145222,CT,4
51047,472504,NH,4
51048,1880087,ID,1
51049,1542512,SD,1
51050,3313034,ID,4
51051,2170213,MI,2
51052,3630094,MN,1
51053,2527239,DE,1
51054,684113,AR,1
51055,3619134,MI,4
51056,3562037,ME,3
51057,831211,NV,4
51058,3797805,DE,1
51059,1338164,MA,2
51060,3393913,WI,3
51061,1957092,TN,3
51062,484461,RI,2
51063,1934595,KS,1
51064,809056,ME,4
51065,143304,DC,4
51066,2028315,RI,4
51067,185441,NE,4
51068,2354079,MN,2
51069,2825347,MN,2
51070,3738745,DE,2
51071,863015,NV,4
51072,1460493,MI,1
51073,601902,WI,4
51074,965503,AZ,1
51075,288019,MA,2
51076,2395965,NH,3
51077,2641796,NC,2
51078,3398017,SD,3
51079,772861,WV,1
51080,742370,NH,2
51081,1222032,KS,2
51082,663618,VT,2
51083,852552,KS,3
51084,592807,NM,3
51085,1754784,NV,3
51086,390806,NY,2
51087,333705,WV,3
51088,2460471,CA,4
51089,1189161,UT,4
51090,318641,UT,3
51091,894430,MI,2
51092,2412105,VT,3
51093,3728005,TX,2
51094,2279617,PA,3
51095,1775131,GA,3
51096,137026,OH,1
51097,486584,AK,3
51098,36773,NM,3
51099,1978175,MN,1
51100,242935,NM,4
51101,35390,KS,3
51102,3674655,IL,4
51103,333113,ND,4
51104,149549,SC,3
51105,805601,AK,3
51106,325646,CT,4
51107,894145,RI,4
51108,1502076,CA,3
51109,1240740,ID,2
51110,45141,AL,2
51111,2827022,MD,2
51112,3361828,MS,2
51113,671893,ME,1
51114,2417690,TN,4
51115,1541921,LA,3
51116,3172011,AR,2
51117,600618,CO,3
51118,1796543,SD,1
51119,1507208,NE,4
51120,1172076,CO,2
51121,935959,WI,2
51122,2820414,MA,3
51123,2339485,AR,2
51124,501271,MT,1
51125,492172,DC,2
51126,3865196,OH,4
51127,2247617,NH,1
51128,3112460,OR,2
51129,1144416,CA,4
51130,3428519,MS,1
51131,2059397,NJ,2
51132,1282593,AL,4
51133,402037,KS,2
51134,3164810,ID,1
51135,2397167,MA,2
51136,608912,MT,3
51137,2097242,AL,4
51138,1294124,ME,2
51139,228513,DE,3
51140,155752,NC,1
51141,1466585,NJ,3
51142,1797846,NV,2
51143,265303,CT,4
51144,39229,MD,1
51145,2498140,NY,3
51146,3558127,OH,2
51147,2033940,VA,2
51148,914928,WV,4
51149,72833,CA,2
51150,2765233,MA,2
51151,1276293,IN,2
51152,234963,IL,2
51153,97888,OH,2
51154,2174694,CA,4
51155,2174360,MS,1
51156,399674,MI,4
51157,41035,ME,1
51158,459677,AL,2
51159,3307251,RI,3
51160,1372904,ID,2
51161,920017,WI,1
51162,3360430,NJ,4
51163,716756,WY,2
51164,1675076,TX,1
51165,216011,DE,1
51166,2360991,CA,4
51167,772500,MS,3
51168,322331,MA,4
51169,585683,ME,2
51170,1381999,MN,2
51171,3082774,OK,3
51172,3614070,AZ,4
51173,1780206,TX,4
51174,357042,OK,2
51175,165606,RI,3
51176,2167585,NY,1
51177,3495914,NY,4
51178,343738,DC,2
51179,1195667,CT,2
51180,487009,OH,4
51181,811549,WI,4
51182,3413965,PA,1
51183,1380264,OR,1
51184,275670,CA,2
51185,1204351,ND,1
51186,1001,IL,3
51187,473514,NE,2
51188,876236,DE,2
51189,1971630,MO,1
51190,817492,NH,4
51191,752380,NH,4
51192,2049182,DE,1
51193,718056,OH,3
51194,558694,AR,1
51195,2243067,MA,1
51196,1374304,KY,1
51197,275720,IA,3
51198,1991720,DE,3
51199,49733,AR,2
51200,899924,SD,4
51201,2064762,NH,2
51202,4043073,VT,1
51203,1061207,KS,1
51204,3647050,IN,2
51205,492142,IN,4
51206,639897,LA,4
51207,2786529,PA,2
51208,332322,WY,1
51209,2129806,ID,1
51210,240861,NC,1
51211,59465,CO,4
51212,2602101,NH,1
51213,1151496,WY,2
51214,429858,AR,1
51215,734646,ND,3
51216,2673956,NY,3
51217,1383109,AK,4
51218,2746728,MS,4
51219,206208,MS,4
51220,2424344,DE,2
51221,789345,CO,2
51222,3116085,RI,3
51223,61677,VA,1
51224,868822,NH,3
51225,2090068,VA,3
51226,142134,AK,3
51227,238738,MI,1
51228,2345541,IL,3
51229,583276,IA,4
51230,1224103,TN,2
51231,125586,AK,2
51232,2348474,NV,1
51233,575877,NV,4
51234,3277100,MN,3
51235,1632338,CO,3
51236,1753083,OR,2
51237,53694,NE,3
51238,903796,IN,2
51239,2397716,MT,4
51240,1344205,MI,3
51241,3885021,ME,2
51242,679674,AK,2
51243,2349428,WV,4
51244,3660767,RI,1
51245,2612672,VA,2
51246,2552531,LA,1
51247,2982487,TN,4
51248,515585,ID,4
51249,3630292,NV,2
51250,607533,CA,1
51251,940081,NJ,1
51252,2115560,SD,3
51253,599356,DE,4
51254,783027,CT,4
51255,80431,NV,2
51256,391307,MT,1
51257,374603,KY,2
51258,3375343,WY,2
51259,2159712,LA,3
51260,2742084,DC,2
51261,3138383,TN,3
51262,1176708,CT,3
51263,306345,MT,1
51264,2527096,MT,1
51265,1008573,OK,1
51266,808845,ME,1
51267,2622992,MI,4
51268,1119316,HI,4
51269,1885361,NM,3
51270,529621,MO,3
51271,1611988,MN,1
51272,131271,SC,2
51273,245959,OK,1
51274,1961099,MS,4
51275,1076232,IL,1
51276,3035235,NC,3
51277,1225214,NJ,1
51278,94228,IN,4
51279,1987909,IA,3
51280,877354,OK,3
51281,1659847,WA,3
51282,1125589,WY,4
51283,26598,AK,1
51284,202145,MI,1
51285,1412882,IL,4
51286,1647882,WV,2
51287,2006315,KS,2
51288,3113310,NE,4
51289,2001221,TX,3
51290,737223,NJ,4
51291,4016606,NE,1
51292,49149,MA,4
51293,999099,OH,4
51294,579676,ME,1
51295,1688376,MN,4
51296,392245,LA,2
51297,2749369,TX,3
51298,1200166,LA,4
51299,1071453,ND,3
51300,1192659,FL,4
51301,385132,MD,2
51302,1146663,OH,2
51303,1550080,SC,3
51304,198197,NV,3
51305,1732803,PA,3
51306,220189,VA,4
51307,1457125,DC,3
51308,3346992,AZ,4
51309,471540,KY,1
51310,684076,AR,2
51311,2360300,WV,2
51312,373591,SC,4
51313,232481,WI,4
51314,37911,CO,3
51315,2338260,DE,1
51316,1251907,MO,1
51317,3227556,CA,4
51318,1239523,NH,4
51319,133828,ME,3
51320,3169862,AK,1
51321,307707,AL,4
51322,1742241,AK,4
51323,763853,DE,3
51324,1274178,ND,1
51325,1683059,MA,1
51326,433626,ME,1
51327,2542657,ME,1
51328,379365,MS,1
51329,1237997,HI,2
51330,1325864,ME,4
51331,1700760,MN,4
51332,2777783,MD,1
51333,166867,RI,3
51334,68818,AL,4
51335,2037734,WY,1
51336,905887,KS,1
51337,1203199,NC,2
51338,52210,NY,2
51339,3611239,OR,4
51340,2154639,LA,3
51341,1693451,MO,3
51342,2426604,AL,3
51343,494956,PA,2
51344,781319,MA,1
51345,964735,NE,3
51346,553955,ME,4
51347,423107,GA,1
51348,441134,MI,4
51349,93799,IL,2
51350,1928008,KS,1
51351,440432,RI,1
51352,926858,AK,1
51353,1477115,IN,4
51354,3287008,VA,2
51355,756125,TX,1
51356,1726513,AK,3
51357,1932571,NM,3
51358,1631833,NH,3
51359,2481369,AR,4
51360,2098627,AZ,4
51361,931646,HI,2
51362,97416,MI,2
51363,3827466,VT,3
51364,363221,MT,3
51365,349868,MI,3
51366,97418,ME,4
51367,871482,TX,3
51368,853881,RI,3
51369,3733299,WY,3
51370,2857088,MS,1
51371,851960,WI,1
51372,380588,MD,1
51373,2314706,SC,3
51374,3317771,TX,3
51375,347931,WY,2
51376,3182353,OR,1
51377,1564793,SC,3
51378,767094,MI,2
51379,1039392,CA,4
51380,1835828,NE,3
51381,1224393,WV,1
51382,934152,TX,4
51383,141103,OH,2
51384,390506,HI,1
51385,67408,PA,2
51386,3092779,KS,1
51387,1551783,OK,3
51388,2005416,WA,1
51389,1631980,DC,3
51390,387483,WA,2
51391,606950,AK,3
51392,280531,TX,2
51393,1725854,HI,3
51394,928779,NE,2
51395,1991590,KS,4
51396,514206,MS,2
51397,916289,GA,4
51398,2516349,HI,3
51399,2764865,UT,1
51400,424080,LA,4
51401,197458,MA,4
51402,418501,TN,1
51403,1170120,FL,4
51404,2608137,AZ,1
51405,2660729,OK,3
51406,3355922,AZ,1
51407,214014,OR,3
51408,98509,ID,4
51409,829910,OK,4
51410,3274730,ME,4
51411,2006557,IN,4
51412,1070957,NE,4
51413,786791,FL,1
51414,3343466,WV,1
51415,628326,ME,2
51416,3579280,KS,1
51417,824100,IA,3
51418,2939867,MI,4
51419,99377,CT,2
51420,1753854,WY,3
51421,3794827,GA,4
51422,2564163,MA,2
51423,3562976,VA,1
51424,1068807,IN,4
51425,1012002,WA,4
51426,4047918,MA,2
51427,2066643,IN,2
51428,2449148,NE,3
51429,222316,NC,1
51430,109470,GA,3
51431,4016545,ME,4
51432,169338,TN,4
51433,294883,MA,2
51434,1457136,CT,3
51435,1337049,WI,3
51436,679870,SC,3
51437,3528624,WV,2
51438,2024677,CT,4
51439,58457,NV,1
51440,1188323,TN,4
51441,3972619,PA,4
51442,2636750,WY,3
51443,141375,NJ,3
51444,1983926,WA,3
51445,2055827,AL,1
51446,786859,IL,2
51447,1180342,AZ,2
51448,2988297,DC,1
51449,3154303,LA,1
51450,158764,ID,1
51451,3336205,OR,2
51452,580467,SC,1
51453,3219455,MD,4
51454,888429,IA,2
51455,2325709,AL,4
51456,1249140,NC,2
51457,231757,MN,3
51458,2228220,DC,1
51459,1130366,DC,1
51460,791361,GA,1
51461,1103577,LA,1
51462,97037,IL,4
51463,899340,MI,2
51464,756310,DE,3
51465,427496,OK,3
51466,1610324,NM,4
51467,3615838,MT,2
51468,2178003,NM,3
51469,3659214,TX,3
51470,2737820,SD,2
51471,685936,HI,3
51472,785162,WI,2
51473,1769687,NH,3
51474,109680,WY,1
51475,2933442,NE,1
51476,2109022,NE,1
51477,816743,IL,1
51478,1409610,NJ,4
51479,2868067,TX,4
51480,3606483,SD,1
51481,790584,ME,3
51482,210315,SD,4
51483,2024019,DE,4
51484,3537182,MD,4
51485,2402539,IL,1
51486,1042149,NY,2
51487,828122,FL,1
51488,2929404,WV,3
51489,391683,IN,1
51490,2546285,MO,4
51491,156982,UT,2
51492,431058,CT,2
51493,150465,ME,1
51494,1328349,NC,3
51495,2073001,RI,4
51496,1404814,OH,4
51497,2316982,SC,3
51498,1204989,AR,1
51499,3656378,NM,3
51500,557036,MN,1
51501,3018663,MD,4
51502,559005,FL,2
51503,3623661,MI,4
51504,327825,CO,3
51505,3431742,FL,2
51506,2648924,TN,1
51507,168117,VT,2
51508,1645899,WA,2
51509,1306730,SD,3
51510,980584,OH,2
51511,920582,CT,3
51512,1487913,AZ,4
51513,411819,VA,2
51514,524488,SD,4
51515,58559,MA,3
51516,71713,OR,1
51517,1914379,FL,1
51518,3853917,NM,2
51519,3031168,KS,1
51520,2070464,FL,1
51521,141120,FL,3
51522,1663415,FL,2
51523,1425167,NE,3
51524,139507,GA,1
51525,3744094,KS,2
51526,888750,OH,1
51527,113212,OH,2
51528,1315585,WI,3
51529,500827,OH,2
51530,995019,IL,2
51531,3503459,GA,4
51532,87675,WY,3
51533,1627190,LA,2
51534,75077,LA,4
51535,2550357,AK,2
51536,590413,WY,2
51537,127325,UT,3
51538,568251,CT,4
51539,197316,GA,3
51540,1808124,ME,3
51541,1803748,PA,1
51542,497667,NJ,3
51543,931110,MS,2
51544,207645,DE,3
51545,2577339,NE,3
51546,393196,KY,1
51547,1485352,AK,2
51548,1349676,AR,2
51549,696098,LA,1
51550,1528880,MD,4
51551,703999,ME,2
51552,2033966,WI,3
51553,1108061,TN,2
51554,3183161,RI,4
51555,568661,PA,1
51556,1904332,VT,4
51557,826557,NY,4
51558,39482,AZ,4
51559,1443548,TX,4
51560,968218,GA,3
51561,1584791,NJ,3
51562,1063463,NV,3
51563,660602,MN,4
51564,3976804,AL,4
51565,1986567,NY,4
51566,2281277,LA,3
51567,788962,CO,4
51568,708560,AR,3
51569,379593,GA,1
51570,875322,VA,1
51571,2487152,WV,2
51572,856681,OR,1
51573,2012446,NH,2
51574,3881507,IA,4
51575,222793,AR,4
51576,612280,KY,1
51577,44161,TN,3
51578,762219,ID,4
51579,391399,TN,4
51580,436604,OK,3
51581,252203,PA,3
51582,42978,MT,3
51583,1038134,VT,4
51584,1571481,CT,2
51585,1610783,NV,2
51586,3937521,ND,1
51587,178902,MI,4
51588,522090,WY,4
51589,2894199,WV,1
51590,2776700,NY,1
51591,294054,NC,4
51592,540900,TN,4
51593,626031,MI,1
51594,659750,ID,1
51595,2022746,AR,2
51596,3909667,GA,1
51597,352693,AZ,3
51598,1645201,RI,3
51599,380477,ND,3
51600,2698619,FL,4
51601,2426630,KS,4
51602,3344833,MA,4
51603,1037792,NE,4
51604,841801,CA,4
51605,2194660,OK,4
51606,2634184,DC,1
51607,817006,UT,1
51608,3936455,IA,3
51609,2044698,NH,1
51610,556464,IA,3
51611,1298471,VT,3
51612,3238747,MI,1
51613,391094,SC,2
51614,287816,UT,1
51615,204788,UT,4
51616,468989,HI,1
51617,1577025,OH,1
51618,898925,MO,1
51619,546604,VA,2
51620,1387961,MN,3
51621,571119,FL,1
51622,1125106,UT,3
51623,2773690,MS,2
51624,341202,OK,3
51625,1365129,VA,4
51626,968103,MA,3
51627,271693,RI,4
51628,3257546,AR,1
51629,2706770,FL,4
51630,1839713,NJ,1
51631,1861600,ND,4
51632,37413,KY,2
51633,2111183,IN,3
51634,1312394,NM,4
51635,2069226,RI,4
51636,758351,IN,1
51637,2522461,WV,3
51638,319800,TN,2
51639,546387,SD,3
51640,3410175,AZ,3
51641,1637571,SC,3
51642,34630,MT,4
51643,2149131,RI,1
51644,3649007,RI,1
51645,158287,DE,1
51646,2686657,IN,3
51647,3646387,NE,2
51648,1865944,KY,4
51649,1979661,KY,2
51650,2159634,WV,3
51651,993859,OH,1
51652,199392,IA,1
51653,2518981,DE,2
51654,1565331,IA,4
51655,2460489,MO,4
51656,1662426,LA,2
51657,915812,DE,4
51658,269737,WY,4
51659,357086,IL,2
51660,3359126,WY,3
51661,3308747,MD,1
51662,115583,UT,4
51663,1940216,CA,4
51664,58924,WI,1
51665,3020342,AK,2
51666,2003938,ID,4
51667,2495500,CA,1
51668,67593,VT,3
51669,424716,WY,1
51670,1313180,WY,4
51671,499391,VA,2
51672,3702722,OK,3
51673,2528575,NC,4
51674,2576553,VT,3
51675,1290546,RI,2
51676,145582,ID,1
51677,3271032,UT,3
51678,2866649,ND,4
51679,3736522,PA,1
51680,1453989,OK,3
51681,1323700,WV,2
51682,349843,OK,2
51683,1306661,NV,4
51684,168139,NM,2
51685,53299,TX,1
51686,3063354,ID,3
51687,1817715,SD,1
51688,2037292,PA,2
51689,2233109,MO,3
51690,118826,HI,1
51691,347417,MS,2
51692,134772,VT,4
51693,1497042,MN,4
51694,1814798,MD,3
51695,2655136,WY,1
51696,485330,VT,3
51697,1803989,OK,2
51698,3607283,MA,2
51699,1622257,NE,4
51700,2091718,RI,3
51701,3462834,LA,2
51702,82674,ID,1
51703,673538,NC,4
51704,2030409,WY,1
51705,2615646,IL,3
51706,3831030,NH,4
51707,2522813,SD,1
51708,183039,LA,3
51709,3655892,RI,4
51710,3278695,RI,2
51711,3197098,SC,4
51712,3198881,KY,2
51713,2801352,UT,3
51714,1007376,MT,1
51715,2073461,TX,1
51716,2121663,WV,4
51717,2227014,AZ,4
51718,1641875,WI,1
51719,864620,FL,2
51720,1720719,CT,4
51721,2188644,KS,2
51722,2103368,HI,1
51723,3684210,VT,4
51724,885714,WV,4
51725,968378,AL,2
51726,589607,RI,2
51727,3642885,UT,1
51728,495606,SD,2
51729,199157,ND,2
51730,1304777,MS,1
51731,320775,WI,4
51732,262875,CO,2
51733,703348,IA,1
51734,756147,DC,4
51735,463951,AL,1
51736,1862787,OK,3
51737,79924,NY,3
51738,1279222,AK,1
51739,1393548,WI,4
51740,2065869,VA,4
51741,3362421,TN,4
51742,1523207,SC,2
51743,2905700,TX,3
51744,1329750,IL,3
51745,3373366,WI,2
51746,2428212,ND,4
51747,2449679,AL,4
51748,2435392,OK,1
51749,3327893,UT,4
51750,600855,MO,2
51751,2144258,NJ,3
51752,2480797,OK,1
51753,3312647,ID,2
51754,2970164,WY,4
51755,2481071,WV,4
51756,824831,KY,3
51757,3496984,NV,2
51758,685613,NJ,3
51759,1992744,OR,1
51760,861457,MS,3
51761,1939494,NV,2
51762,566663,CA,4
51763,2774083,TX,3
51764,91273,AK,2
51765,1192217,AL,3
51766,2501783,WV,2
51767,2259857,CO,4
51768,3044558,OH,4
51769,3666975,NV,1
51770,132121,NC,1
51771,297663,OH,1
51772,1973653,VA,4
51773,1938841,DC,3
51774,137901,IA,1
51775,242942,WV,1
51776,1335462,MS,3
51777,657621,TX,2
51778,1417648,GA,4
51779,133867,LA,4
51780,2110767,MO,4
51781,843686,NV,4
51782,3495153,MS,2
51783,1495598,AK,4
51784,3667360,LA,1
51785,1383911,MO,4
51786,491816,OK,1
51787,484003,NV,3
51788,465215,WV,1
51789,2502078,KY,4
51790,832682,KY,4
51791,1710390,CO,4
51792,3863617,MN,4
51793,95181,TX,4
51794,136249,VA,3
51795,2165173,FL,1
51796,595348,FL,3
51797,130586,MN,3
51798,261204,WY,3
51799,1435848,DE,1
51800,816674,NY,4
51801,2033319,WV,4
51802,2060275,GA,2
51803,523612,AZ,2
51804,45593,DC,1
51805,1225014,ME,2
51806,89377,OK,3
51807,2318492,VT,4
51808,1115246,MN,2
51809,539071,NV,4
51810,269713,KY,4
51811,1362916,DC,1
51812,2434912,ID,4
51813,1175010,WY,3
51814,57408,OK,3
51815,1093123,AZ,4
51816,862675,VA,4
51817,3451793,DE,3
51818,1610065,GA,4
51819,660222,NC,3
51820,36948,VT,4
51821,250615,HI,3
51822,1129081,DC,3
51823,1848620,NH,4
51824,1962170,WI,1
51825,1164656,OH,3
51826,3694238,IL,4
51827,1135514,CO,4
51828,781815,MO,4
51829,2395803,LA,2
51830,112469,OH,1
51831,2389736,NH,2
51832,393516,UT,4
51833,987093,ME,1
51834,674342,SC,2
51835,2684769,TX,1
51836,3976313,VA,4
51837,959911,CA,1
51838,170463,NV,1
51839,1872940,AK,3
51840,15462,MS,4
51841,648352,ID,3
51842,1898251,WI,4
51843,95944,TN,3
51844,3792015,WI,3
51845,2412140,MN,1
51846,454525,FL,3
51847,3670259,LA,4
51848,2269235,CT,2
51849,2106893,IL,1
51850,37683,SD,1
51851,4055110,AZ,2
51852,2412718,ID,4
51853,3549182,NE,1
51854,1265346,HI,1
51855,1143118,NV,4
51856,3530064,MI,2
51857,2149647,MS,1
51858,2953208,NJ,3
51859,440396,WY,1
51860,3468616,TX,2
51861,1042011,GA,4
51862,515038,MS,3
51863,436179,NV,2
51864,215954,CA,3
51865,1579116,VA,3
51866,2039226,AR,3
51867,515292,NH,1
51868,1107430,NV,3
51869,411292,IL,1
51870,3618704,GA,3
51871,3896102,VA,4
51872,2769150,NM,1
51873,2114848,GA,3
51874,2515840,NC,2
51875,413774,MA,2
51876,887017,NH,4
51877,808916,TN,4
51878,564359,SD,1
51879,988777,MD,4
51880,2373472,CA,3
51881,3102329,IN,3
51882,197277,WV,3
51883,260880,SD,3
51884,103924,DC,1
51885,655862,AR,3
51886,2108394,KY,2
51887,97322,ME,3
51888,2550183,TX,4
51889,180866,RI,1
51890,3556650,AR,1
51891,3967244,WY,2
51892,118646,MD,3
51893,1402924,SD,3
51894,16728,IL,3
51895,2669182,TN,2
51896,1100462,NE,4
51897,3500479,UT,1
51898,1999288,MT,4
51899,3989014,NC,3
51900,1009802,IL,2
51901,209453,KS,1
51902,2187777,MI,1
51903,2177572,RI,1
51904,485650,GA,3
51905,377758,MT,4
51906,520015,MS,4
51907,1135311,MI,1
51908,319428,ND,3
51909,134036,SC,3
51910,1568641,MA,2
51911,4189,CT,4
51912,1118289,VT,1
51913,344748,FL,4
51914,1069297,HI,2
51915,185880,NC,3
51916,149442,NC,3
51917,2557849,MT,1
51918,25883,SD,4
51919,1746680,SD,4
51920,3335301,IL,4
51921,155481,ND,3
51922,1710821,WI,2
51923,228206,VA,2
51924,1484323,NE,2
51925,552633,MO,2
51926,3019026,ID,2
51927,1357765,WI,1
51928,3046261,IN,1
51929,352197,OR,3
51930,352933,NJ,2
51931,3370173,OK,4
51932,2974587,TX,1
51933,2242988,NC,4
51934,3017759,NJ,1
51935,3682001,UT,4
51936,2212839,PA,4
51937,1446326,OR,4
51938,1112399,MN,3
51939,1273308,IA,1
51940,575102,IL,3
51941,774784,AL,1
51942,128928,WI,4
51943,3190305,ID,3
51944,3670230,AZ,1
51945,2699518,AL,4
51946,1769978,NE,2
51947,1286753,WA,1
51948,2653677,WA,1
51949,159832,GA,2
51950,52672,HI,1
51951,3319417,HI,2
51952,2747523,OR,1
51953,3881886,OR,3
51954,1681137,MS,4
51955,2492270,AR,4
51956,1500739,ME,3
51957,1633634,TN,4
51958,1496208,MA,4
51959,580652,NE,2
51960,670362,ND,3
51961,1455968,OR,4
51962,2202035,WY,2
51963,204905,ND,3
51964,635535,NC,3
51965,159819,AZ,3
51966,3386425,MI,1
51967,1223134,TX,2
51968,3992199,ND,2
51969,2880350,MO,4
51970,2420010,OK,1
51971,1320198,AZ,3
51972,268361,CT,3
51973,2256760,IN,2
51974,1033349,AZ,1
51975,881351,WA,1
51976,1993182,NJ,4
51977,763045,CA,1
51978,695039,KY,3
51979,411535,OR,4
51980,2234720,VT,1
51981,388194,UT,4
51982,238992,NE,4
51983,1172810,TX,3
51984,287344,CT,1
51985,1088045,ME,2
51986,3469876,IN,1
51987,614398,AR,2
51988,2051166,AR,3
51989,1328506,MI,4
51990,92434,NH,3
51991,246896,TN,4
51992,2566594,KY,3
51993,1272453,TN,2
51994,1533812,VA,2
51995,1897556,ND,1
51996,3352673,WV,2
51997,3249375,AR,2
51998,1487765,DC,4
51999,1681351,KY,1
52000,2023921,NY,2
52001,1660910,HI,3
52002,1849005,NJ,4
52003,699482,KY,1
52004,167250,IN,4
52005,1139288,ID,1
52006,2201121,NY,2
52007,315606,IA,1
52008,81079,NY,4
52009,1212299,TX,3
52010,409105,NV,1
52011,26134,ND,3
52012,113268,MI,1
52013,597292,CO,1
52014,45748,VA,2
52015,420276,NE,2
52016,59773,NE,2
52017,1344213,HI,1
52018,2790270,IL,2
52019,3342490,WI,1
52020,2043623,TN,4
52021,2612937,ID,4
52022,1087387,NM,2
52023,1638019,MD,1
52024,3657181,GA,1
52025,124635,ID,3
52026,2302116,WI,1
52027,2683480,CA,1
52028,1752825,NJ,1
52029,1986264,DE,4
52030,1037914,CO,1
52031,633914,IA,2
52032,2501555,MN,1
52033,350120,ID,3
52034,722159,NM,3
52035,2225313,NM,1
52036,51127,VT,2
52037,2631846,MI,2
52038,453255,OR,4
52039,3404986,IN,2
52040,1396279,MO,1
52041,308827,AR,4
52042,2115421,MS,3
52043,3500299,AL,4
52044,736083,NH,4
52045,2238128,MO,1
52046,3686454,TN,2
52047,2138731,SD,2
52048,681321,SD,2
52049,3452358,LA,2
52050,1955680,OH,1
52051,612882,NV,1
52052,989514,VT,2
52053,1708342,DE,4
52054,2881146,OR,3
52055,162994,NY,3
52056,3777984,NC,1
52057,212046,SC,3
52058,1944027,VT,3
52059,3446367,RI,2
52060,1017191,MN,3
52061,3311271,WY,2
52062,2749288,IL,4
52063,3390474,NC,3
52064,1694489,CO,1
52065,1854074,MI,1
52066,515671,NJ,4
52067,1280922,VA,1
52068,270296,AZ,1
52069,1073152,DC,4
52070,50655,IN,3
52071,3185332,MA,3
52072,3811933,NH,3
52073,1615813,LA,4
52074,2966584,IA,1
52075,145816,AR,2
52076,328335,WA,1
52077,1943816,RI,3
52078,1391155,ND,2
52079,677635,IL,4
52080,862171,PA,4
52081,3543335,MT,1
52082,802659,KY,4
52083,2528585,NE,4
52084,1341837,ND,4
52085,2888506,KS,4
52086,886552,OR,4
52087,1657986,MA,4
52088,506235,LA,3
52089,815235,SC,2
52090,131182,OH,3
52091,2634919,TN,2
52092,682977,TX,4
52093,1849975,NY,2
52094,344091,OR,3
52095,3286138,WV,3
52096,3060078,WY,1
52097,2898845,AR,4
52098,544133,LA,3
52099,3031501,IN,4
52100,644897,LA,1
52101,262736,WA,1
52102,3946246,DE,3
52103,27220,IA,4
52104,1118279,FL,1
52105,2147547,WA,1
52106,3286717,MN,4
52107,3376411,LA,4
52108,1614216,OR,3
52109,554190,NC,2
52110,2059939,IL,3
52111,471574,DC,2
52112,2435481,ID,3
52113,463618,IN,3
52114,1898784,OK,4
52115,142899,WV,4
52116,3370097,NJ,1
52117,76621,NY,4
52118,89500,AK,4
52119,756259,LA,1
52120,869636,KS,3
52121,2608226,MT,1
52122,2262241,WA,4
52123,2291715,WA,3
52124,2515685,GA,2
52125,2091420,MD,2
52126,91189,NV,2
52127,733565,TN,1
52128,988367,TN,3
52129,1776931,WV,2
52130,2066949,TN,2
52131,3140418,MA,2
52132,832151,DE,1
52133,1541105,ND,4
52134,1416528,MD,2
52135,1701291,NM,3
52136,1088031,AR,1
52137,1037584,IN,3
52138,1401534,OR,2
52139,1942531,TX,4
52140,619046,IL,1
52141,408039,ID,2
52142,3945670,LA,3
52143,2307769,KS,4
52144,2160294,NY,4
52145,2238995,WA,2
52146,254060,ND,4
52147,1929299,UT,4
52148,25918,NJ,4
52149,2300484,LA,1
52150,2736893,MD,2
52151,149514,IN,3
52152,3069244,WY,2
52153,3101777,SD,2
52154,118161,MD,1
52155,479537,MS,4
52156,795215,WA,4
52157,264104,SD,4
52158,618327,RI,1
52159,136014,CT,2
52160,775125,AL,4
52161,3065410,NY,2
52162,627646,NV,4
52163,941054,AR,1
52164,2289758,NJ,1
52165,1563503,MT,2
52166,1666650,DC,2
52167,1683039,OR,1
52168,2075355,VT,4
52169,2859295,OR,1
52170,3987984,ID,3
