Customer State,Review Score,Purchase Timestamp,Purchase Date,Monetary,Customer Segment,Marketing Action,Customer_ID,Order_ID,Product_ID,product_name,aisle,department,Product Category,latent_cluster
PR,5,2017-08-01 18:38:42,2017-08-01 00:00:00,472.06,Loyal Customers,Loyality programs;Cross Sell,33008,42252,8446,Utility Lighter,more household,household,more household,3.0
BA,1,2017-10-13 17:33:54,2017-10-13 00:00:00,447.95000000000016,Loyal Customers,Loyality programs;Cross Sell,22101,58207,5450,Small Hass Avocado,fresh fruits,produce,fresh fruits,4.0
SC,4,2017-04-26 14:19:21,2017-04-26 00:00:00,560.73,Loyal Customers,Loyality programs;Cross Sell,33621,62760,5450,Small Hass Avocado,fresh fruits,produce,fresh fruits,4.0
DF,1,2017-11-16 19:11:57,2017-11-16 00:00:00,478.66,Loyal Customers,Loyality programs;Cross Sell,37578,87405,5450,Small Hass Avocado,fresh fruits,produce,fresh fruits,1.0
MG,1,2017-08-02 19:20:02,2017-08-02 00:00:00,386.1,Loyal Customers,Loyality programs;Cross Sell,34543,22423,30996,Black Truffle Goat Cheese Log,packaged cheese,dairy eggs,packaged cheese,0.0
MT,5,2017-09-26 16:44:24,2017-09-26 00:00:00,304.05,Loyal Customers,Loyality programs;Cross Sell,32072,36239,30996,Black Truffle Goat Cheese Log,packaged cheese,dairy eggs,packaged cheese,4.0
GO,5,2017-11-25 19:25:35,2017-11-25 00:00:00,371.65,Loyal Customers,Loyality programs;Cross Sell,32471,6614,30996,Black Truffle Goat Cheese Log,packaged cheese,dairy eggs,packaged cheese,0.0
RS,1,2017-11-25 18:23:49,2017-11-25 00:00:00,242.71,Loyal Customers,Loyality programs;Cross Sell,18759,87254,9806,"ColdCare, Soothing Hot Drink, Lemon Flavor",KetoKrate,personal care,KetoKrate,4.0
GO,1,2017-11-25 20:07:04,2017-11-25 00:00:00,371.65,Loyal Customers,Loyality programs;Cross Sell,32471,55348,9806,"ColdCare, Soothing Hot Drink, Lemon Flavor",KetoKrate,personal care,KetoKrate,0.0
SP,5,2018-02-10 09:04:40,2018-02-10 00:00:00,351.89,Loyal Customers,Loyality programs;Cross Sell,4267,80780,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,1.0
MG,5,2017-12-19 12:39:44,2017-12-19 00:00:00,277.52,Loyal Customers,Loyality programs;Cross Sell,30270,78435,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
SP,1,2017-10-29 20:18:46,2017-10-29 00:00:00,441.73,Loyal Customers,Loyality programs;Cross Sell,30598,42468,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
PE,2,2018-02-16 16:59:52,2018-02-16 00:00:00,216.06,Loyal Customers,Loyality programs;Cross Sell,615,31397,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
MT,5,2018-04-03 20:22:01,2018-04-03 00:00:00,232.86,Loyal Customers,Loyality programs;Cross Sell,30419,50945,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
SP,5,2018-01-15 17:24:30,2018-01-15 00:00:00,227.97,Loyal Customers,Loyality programs;Cross Sell,34798,24678,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
ES,1,2017-07-21 21:16:46,2017-07-21 00:00:00,180.03,Loyal Customers,Loyality programs;Cross Sell,18654,31627,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
SP,1,2018-03-14 14:16:35,2018-03-14 00:00:00,153.36,Loyal Customers,Loyality programs;Cross Sell,41284,4936,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
MT,5,2017-12-25 19:16:29,2017-12-25 00:00:00,347.66,Loyal Customers,Loyality programs;Cross Sell,24106,81307,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
PE,4,2017-10-27 16:51:00,2017-10-27 00:00:00,1283.22,Loyal Customers,Loyality programs;Cross Sell,22645,96940,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
MG,5,2018-03-22 20:57:55,2018-03-22 00:00:00,261.33000000000004,Loyal Customers,Loyality programs;Cross Sell,4585,95462,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
RJ,5,2018-04-02 13:08:56,2018-04-02 00:00:00,229.13,Loyal Customers,Loyality programs;Cross Sell,21393,88491,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
PE,3,2018-03-10 11:56:59,2018-03-10 00:00:00,408.97,Loyal Customers,Loyality programs;Cross Sell,30286,55116,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
RS,5,2017-09-08 14:47:40,2017-09-08 00:00:00,184.48,Loyal Customers,Loyality programs;Cross Sell,27837,39407,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
PE,5,2018-04-05 11:25:43,2018-04-05 00:00:00,359.52,Loyal Customers,Loyality programs;Cross Sell,10612,40851,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
BA,3,2018-03-13 22:13:54,2018-03-13 00:00:00,281.33000000000004,Loyal Customers,Loyality programs;Cross Sell,19644,43682,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
PR,5,2018-03-06 21:31:55,2018-03-06 00:00:00,311.26,Loyal Customers,Loyality programs;Cross Sell,5362,44549,8575,Unprocessed American Singles Colby-Style Cheese,packaged cheese,dairy eggs,packaged cheese,6.0
RS,5,2017-11-23 20:13:23,2017-11-23 00:00:00,361.43,Loyal Customers,Loyality programs;Cross Sell,24584,57737,27650,Organic Colby Cheese,packaged cheese,dairy eggs,packaged cheese,0.0
RJ,5,2018-01-25 17:02:18,2018-01-25 00:00:00,395.27,Loyal Customers,Loyality programs;Cross Sell,15537,42343,27650,Organic Colby Cheese,packaged cheese,dairy eggs,packaged cheese,1.0
DF,4,2018-03-14 10:30:32,2018-03-14 00:00:00,366.1,Loyal Customers,Loyality programs;Cross Sell,9888,41019,27650,Organic Colby Cheese,packaged cheese,dairy eggs,packaged cheese,2.0
MG,5,2017-11-18 17:26:56,2017-11-18 00:00:00,422.95000000000016,Loyal Customers,Loyality programs;Cross Sell,13734,83770,27650,Organic Colby Cheese,packaged cheese,dairy eggs,packaged cheese,4.0
DF,5,2018-01-18 19:56:05,2018-01-18 00:00:00,419.98,Loyal Customers,Loyality programs;Cross Sell,61,44764,27650,Organic Colby Cheese,packaged cheese,dairy eggs,packaged cheese,4.0
SP,1,2018-01-26 00:19:26,2018-01-26 00:00:00,408.95,Loyal Customers,Loyality programs;Cross Sell,4819,1488,27650,Organic Colby Cheese,packaged cheese,dairy eggs,packaged cheese,3.0
SP,5,2018-02-17 15:08:02,2018-02-17 00:00:00,404.4,Loyal Customers,Loyality programs;Cross Sell,13369,84997,30010,Whole Raw Brazil Nuts,FitSnack,other,FitSnack,0.0
SP,3,2017-10-22 18:57:54,2017-10-22 00:00:00,416.08,Loyal Customers,Loyality programs;Cross Sell,1254,57037,4377,Bag of Oranges,fresh fruits,produce,fresh fruits,4.0
SP,4,2017-11-04 08:21:11,2017-11-04 00:00:00,371.22,Loyal Customers,Loyality programs;Cross Sell,32713,16437,4377,Bag of Oranges,fresh fruits,produce,fresh fruits,4.0
SP,1,2017-10-29 11:01:06,2017-10-29 00:00:00,350.58000000000015,Loyal Customers,Loyality programs;Cross Sell,105,88500,4377,Bag of Oranges,fresh fruits,produce,fresh fruits,4.0
GO,5,2017-10-25 16:47:49,2017-10-25 00:00:00,213.21,Loyal Customers,Loyality programs;Cross Sell,14944,77483,20950,Digestive Advantage Probiotic Fruit Gummies,vitamins supplements,personal care,vitamins supplements,4.0
MS,5,2017-10-20 17:28:24,2017-10-20 00:00:00,379.4,Loyal Customers,Loyality programs;Cross Sell,12915,77146,20950,Digestive Advantage Probiotic Fruit Gummies,vitamins supplements,personal care,vitamins supplements,0.0
GO,5,2018-05-27 20:13:46,2018-05-27 00:00:00,179.26999999999995,Loyal Customers,Loyality programs;Cross Sell,9110,87855,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
RJ,5,2017-09-28 21:20:56,2017-09-28 00:00:00,426.4,Loyal Customers,Loyality programs;Cross Sell,21168,8128,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
SP,5,2018-01-14 12:22:35,2018-01-14 00:00:00,403.84,Loyal Customers,Loyality programs;Cross Sell,31389,5317,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
ES,3,2018-03-22 09:46:07,2018-03-22 00:00:00,295.22,Loyal Customers,Loyality programs;Cross Sell,18808,7192,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
SP,5,2017-08-05 21:39:56,2017-08-05 00:00:00,251.13,Loyal Customers,Loyality programs;Cross Sell,34938,7739,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
SP,4,2018-06-22 14:43:30,2018-06-22 00:00:00,186.59,Loyal Customers,Loyality programs;Cross Sell,11257,8037,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
SP,4,2017-10-27 23:57:52,2017-10-27 00:00:00,201.05,Loyal Customers,Loyality programs;Cross Sell,24663,9439,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
RS,5,2017-08-28 14:40:23,2017-08-28 00:00:00,417.39,Loyal Customers,Loyality programs;Cross Sell,2372,10663,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
SP,5,2017-08-06 18:13:39,2017-08-06 00:00:00,148.51,Loyal Customers,Loyality programs;Cross Sell,20010,12699,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
SP,5,2017-09-09 22:22:34,2017-09-09 00:00:00,415.62,Loyal Customers,Loyality programs;Cross Sell,24929,29751,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
PE,5,2017-09-22 14:10:17,2017-09-22 00:00:00,198.24,Loyal Customers,Loyality programs;Cross Sell,10406,35277,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
PB,1,2017-09-12 16:01:18,2017-09-12 00:00:00,579.95,Loyal Customers,Loyality programs;Cross Sell,14105,37549,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
SP,4,2017-08-29 16:53:06,2017-08-29 00:00:00,416.58,Loyal Customers,Loyality programs;Cross Sell,35502,41509,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
RJ,5,2017-06-29 12:55:23,2017-06-29 00:00:00,190.11,Loyal Customers,Loyality programs;Cross Sell,18428,44233,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
SC,5,2017-09-12 17:49:58,2017-09-12 00:00:00,223.0,Loyal Customers,Loyality programs;Cross Sell,11357,67244,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
SP,4,2017-10-31 20:58:58,2017-10-31 00:00:00,355.35,Loyal Customers,Loyality programs;Cross Sell,31837,68484,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
SC,1,2017-09-06 00:20:57,2017-09-06 00:00:00,312.03,Loyal Customers,Loyality programs;Cross Sell,36414,68923,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
BA,4,2018-05-31 17:06:58,2018-05-31 00:00:00,304.5,Loyal Customers,Loyality programs;Cross Sell,36265,88765,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
SP,3,2017-11-24 13:16:28,2017-11-24 00:00:00,199.41000000000003,Loyal Customers,Loyality programs;Cross Sell,5702,89094,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
SP,5,2017-09-08 23:32:18,2017-09-08 00:00:00,435.98,Loyal Customers,Loyality programs;Cross Sell,5002,92094,22185,Organic Mochi,doughs gelatins bake mixes,pantry,doughs gelatins bake mixes,6.0
RS,1,2018-03-12 15:16:56,2018-03-12 00:00:00,273.07,Loyal Customers,Loyality programs;Cross Sell,3455,96235,13165,Diet Mountain Dew Mini Cans,soft drinks,beverages,soft drinks,4.0
SC,5,2017-10-06 22:07:45,2017-10-06 00:00:00,173.69,Loyal Customers,Loyality programs;Cross Sell,32132,82692,13165,Diet Mountain Dew Mini Cans,soft drinks,beverages,soft drinks,4.0
PR,4,2018-01-15 18:07:39,2018-01-15 00:00:00,257.98,Loyal Customers,Loyality programs;Cross Sell,4574,50240,13165,Diet Mountain Dew Mini Cans,soft drinks,beverages,soft drinks,4.0
SP,4,2018-03-09 10:26:10,2018-03-09 00:00:00,399.71,Loyal Customers,Loyality programs;Cross Sell,15792,93098,13165,Diet Mountain Dew Mini Cans,soft drinks,beverages,soft drinks,4.0
MG,5,2017-10-03 12:13:15,2017-10-03 00:00:00,260.3,Loyal Customers,Loyality programs;Cross Sell,21990,73219,13165,Diet Mountain Dew Mini Cans,soft drinks,beverages,soft drinks,2.0
SP,3,2018-02-11 11:08:36,2018-02-11 00:00:00,154.3,Loyal Customers,Loyality programs;Cross Sell,3081,34801,13165,Diet Mountain Dew Mini Cans,soft drinks,beverages,soft drinks,2.0
SC,5,2017-11-19 17:05:31,2017-11-19 00:00:00,238.29,Loyal Customers,Loyality programs;Cross Sell,21060,15626,13165,Diet Mountain Dew Mini Cans,soft drinks,beverages,soft drinks,4.0
PR,3,2018-01-29 12:33:22,2018-01-29 00:00:00,209.22000000000003,Loyal Customers,Loyality programs;Cross Sell,24580,42996,13165,Diet Mountain Dew Mini Cans,soft drinks,beverages,soft drinks,4.0
PB,4,2017-07-06 16:33:09,2017-07-06 00:00:00,912.78,Loyal Customers,Loyality programs;Cross Sell,41061,88498,7051,"Happy Tot Banana, Peach, Prune & Coconut Organic Superfoods",baby food formula,babies,baby food formula,6.0
PB,5,2018-08-13 22:19:59,2018-08-13 00:00:00,912.78,Loyal Customers,Loyality programs;Cross Sell,41061,93753,14615,Ibuprofen Liquid Softgels,muscles joints pain relief,personal care,muscles joints pain relief,6.0
SP,5,2018-08-04 09:09:37,2018-08-04 00:00:00,232.54,Loyal Customers,Loyality programs;Cross Sell,1027,73028,14615,Ibuprofen Liquid Softgels,muscles joints pain relief,personal care,muscles joints pain relief,1.0
SP,5,2018-08-05 19:07:16,2018-08-05 00:00:00,211.98,Loyal Customers,Loyality programs;Cross Sell,19872,55876,14615,Ibuprofen Liquid Softgels,muscles joints pain relief,personal care,muscles joints pain relief,1.0
SP,5,2018-08-19 19:37:08,2018-08-19 00:00:00,212.31,Loyal Customers,Loyality programs;Cross Sell,29407,61610,14615,Ibuprofen Liquid Softgels,muscles joints pain relief,personal care,muscles joints pain relief,4.0
SP,5,2018-08-05 04:03:42,2018-08-05 00:00:00,158.07999999999996,Loyal Customers,Loyality programs;Cross Sell,35582,10027,14615,Ibuprofen Liquid Softgels,muscles joints pain relief,personal care,muscles joints pain relief,4.0
SP,5,2018-08-20 21:12:57,2018-08-20 00:00:00,216.06,Loyal Customers,Loyality programs;Cross Sell,37607,43592,14615,Ibuprofen Liquid Softgels,muscles joints pain relief,personal care,muscles joints pain relief,4.0
SP,5,2018-05-04 10:44:54,2018-05-04 00:00:00,295.65,Loyal Customers,Loyality programs;Cross Sell,39809,36605,17525,Organic Bunny Fruit Snacks Strawberry Fruit Snacks,fruit vegetable snacks,snacks,fruit vegetable snacks,4.0
SP,5,2017-10-11 08:17:44,2017-10-11 00:00:00,209.75,Loyal Customers,Loyality programs;Cross Sell,29816,10850,2114,Softly Facial Tissue,paper goods,household,paper goods,1.0
RJ,4,2018-06-28 18:00:36,2018-06-28 00:00:00,257.38,Loyal Customers,Loyality programs;Cross Sell,426,27652,31426,Classic Poultry & Beef Feast Variety Cat Food,cat food care,pets,cat food care,2.0
SP,5,2018-06-10 17:44:38,2018-06-10 00:00:00,209.75,Loyal Customers,Loyality programs;Cross Sell,29816,56650,9213,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,1.0
SP,5,2018-01-23 17:02:54,2018-01-23 00:00:00,209.75,Loyal Customers,Loyality programs;Cross Sell,29816,65857,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
MG,4,2017-08-07 11:23:17,2017-08-07 00:00:00,297.29,Loyal Customers,Loyality programs;Cross Sell,24961,10732,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
RS,5,2018-08-13 11:18:25,2018-08-13 00:00:00,229.89,Loyal Customers,Loyality programs;Cross Sell,6962,341,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
AL,3,2017-11-21 12:27:02,2017-11-21 00:00:00,185.93,Loyal Customers,Loyality programs;Cross Sell,29376,79261,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
RJ,3,2018-06-10 19:09:32,2018-06-10 00:00:00,452.67,Loyal Customers,Loyality programs;Cross Sell,20928,20110,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,4,2017-10-19 21:47:37,2017-10-19 00:00:00,442.68,Loyal Customers,Loyality programs;Cross Sell,26116,35612,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,5,2018-05-09 17:41:08,2018-05-09 00:00:00,331.11,Loyal Customers,Loyality programs;Cross Sell,32760,37237,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
GO,4,2017-12-03 18:35:40,2017-12-03 00:00:00,1626.5500000000006,Loyal Customers,Loyality programs;Cross Sell,39432,52054,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,3,2017-07-21 20:37:36,2017-07-21 00:00:00,285.5,Loyal Customers,Loyality programs;Cross Sell,22794,55499,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
DF,1,2017-09-14 00:48:49,2017-09-14 00:00:00,450.02,Loyal Customers,Loyality programs;Cross Sell,20280,65063,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,3,2017-12-17 17:30:11,2017-12-17 00:00:00,288.76,Loyal Customers,Loyality programs;Cross Sell,40039,88979,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,3,2017-05-29 23:13:05,2017-05-29 00:00:00,250.02,Loyal Customers,Loyality programs;Cross Sell,23813,65400,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
RJ,5,2018-05-26 13:07:51,2018-05-26 00:00:00,395.27,Loyal Customers,Loyality programs;Cross Sell,15537,372,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,5,2017-06-10 14:01:56,2017-06-10 00:00:00,409.21,Loyal Customers,Loyality programs;Cross Sell,8681,875,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
RS,5,2018-03-11 20:18:05,2018-03-11 00:00:00,398.89,Loyal Customers,Loyality programs;Cross Sell,7364,8947,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
MG,5,2018-01-20 12:31:43,2018-01-20 00:00:00,419.91,Loyal Customers,Loyality programs;Cross Sell,15497,9570,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,3,2017-12-17 10:49:23,2017-12-17 00:00:00,173.74,Loyal Customers,Loyality programs;Cross Sell,32958,16654,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,5,2017-07-12 20:50:34,2017-07-12 00:00:00,382.55,Loyal Customers,Loyality programs;Cross Sell,36779,23993,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,3,2017-05-24 18:33:41,2017-05-24 00:00:00,456.35,Loyal Customers,Loyality programs;Cross Sell,23592,27482,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
RJ,5,2017-09-26 11:51:33,2017-09-26 00:00:00,877.35,Loyal Customers,Loyality programs;Cross Sell,31580,30343,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
PR,4,2017-11-27 00:19:36,2017-11-27 00:00:00,388.47,Loyal Customers,Loyality programs;Cross Sell,32906,30398,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SC,1,2017-07-09 19:28:42,2017-07-09 00:00:00,323.04,Loyal Customers,Loyality programs;Cross Sell,35430,39931,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,4,2017-04-19 22:33:32,2017-04-19 00:00:00,221.97,Loyal Customers,Loyality programs;Cross Sell,40077,48296,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,1,2018-02-20 23:26:58,2018-02-20 00:00:00,248.12,Loyal Customers,Loyality programs;Cross Sell,27392,49110,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
MG,4,2017-09-24 02:10:26,2017-09-24 00:00:00,274.21,Loyal Customers,Loyality programs;Cross Sell,6610,50655,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
MG,5,2017-08-14 12:24:27,2017-08-14 00:00:00,150.89,Loyal Customers,Loyality programs;Cross Sell,28051,57450,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,3,2017-07-20 05:01:48,2017-07-20 00:00:00,408.69000000000005,Loyal Customers,Loyality programs;Cross Sell,10774,58357,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,5,2017-10-09 13:13:08,2017-10-09 00:00:00,351.89,Loyal Customers,Loyality programs;Cross Sell,4267,58700,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,1,2017-06-24 14:01:23,2017-06-24 00:00:00,323.2999999999999,Loyal Customers,Loyality programs;Cross Sell,35494,61992,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SC,4,2017-03-27 23:22:29,2017-03-27 00:00:00,179.95,Loyal Customers,Loyality programs;Cross Sell,19778,63381,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
MG,3,2017-11-28 10:12:32,2017-11-28 00:00:00,438.93,Loyal Customers,Loyality programs;Cross Sell,38360,65673,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
MG,5,2017-09-03 16:57:48,2017-09-03 00:00:00,365.94,Loyal Customers,Loyality programs;Cross Sell,30639,65697,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,1,2017-05-17 09:27:03,2017-05-17 00:00:00,381.12,Loyal Customers,Loyality programs;Cross Sell,23220,68577,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,4,2017-11-23 15:58:43,2017-11-23 00:00:00,263.53,Loyal Customers,Loyality programs;Cross Sell,6512,70279,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,5,2017-07-14 16:29:06,2017-07-14 00:00:00,424.44,Loyal Customers,Loyality programs;Cross Sell,16979,72151,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
MG,4,2017-10-19 11:58:49,2017-10-19 00:00:00,339.22,Loyal Customers,Loyality programs;Cross Sell,1736,77624,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,4,2018-02-18 19:39:36,2018-02-18 00:00:00,352.86,Loyal Customers,Loyality programs;Cross Sell,25712,79953,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
PR,5,2017-10-31 11:27:06,2017-10-31 00:00:00,389.11,Loyal Customers,Loyality programs;Cross Sell,40088,81818,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
RJ,4,2017-11-08 13:15:18,2017-11-08 00:00:00,333.86,Loyal Customers,Loyality programs;Cross Sell,7008,82240,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
RJ,5,2018-07-07 04:15:32,2018-07-07 00:00:00,257.35,Loyal Customers,Loyality programs;Cross Sell,4051,82572,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
PR,3,2017-12-23 15:48:34,2017-12-23 00:00:00,453.79,Loyal Customers,Loyality programs;Cross Sell,27999,83332,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
PR,5,2018-03-29 11:46:43,2018-03-29 00:00:00,269.71000000000004,Loyal Customers,Loyality programs;Cross Sell,3871,89334,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
ES,1,2017-07-14 21:05:33,2017-07-14 00:00:00,431.79,Loyal Customers,Loyality programs;Cross Sell,25178,92509,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,5,2018-03-01 21:23:52,2018-03-01 00:00:00,230.35,Loyal Customers,Loyality programs;Cross Sell,1180,92980,6827,Imported Beer Bottles,Snakku,alcohol,Snakku,1.0
SP,5,2018-02-04 11:31:08,2018-02-04 00:00:00,227.84,Loyal Customers,Loyality programs;Cross Sell,39148,59505,5566,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,0.0
MG,4,2018-01-11 16:15:43,2018-01-11 00:00:00,246.87,Loyal Customers,Loyality programs;Cross Sell,40682,803,5566,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,0.0
SP,1,2017-10-15 16:32:38,2017-10-15 00:00:00,233.49,Loyal Customers,Loyality programs;Cross Sell,648,1931,5566,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,1.0
RJ,4,2017-07-14 14:35:26,2017-07-14 00:00:00,274.22,Loyal Customers,Loyality programs;Cross Sell,13754,3089,5566,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,0.0
SP,5,2018-05-14 21:33:12,2018-05-14 00:00:00,193.39,Loyal Customers,Loyality programs;Cross Sell,25638,15074,5566,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,0.0
SP,1,2017-10-29 15:26:18,2017-10-29 00:00:00,337.34,Loyal Customers,Loyality programs;Cross Sell,30692,15876,5566,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,3.0
BA,5,2017-11-28 19:57:50,2017-11-28 00:00:00,226.03,Loyal Customers,Loyality programs;Cross Sell,37486,17694,5566,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,0.0
SP,5,2018-02-09 16:41:39,2018-02-09 00:00:00,365.74,Loyal Customers,Loyality programs;Cross Sell,16851,17823,5566,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,0.0
SP,5,2018-01-15 16:19:51,2018-01-15 00:00:00,457.9,Loyal Customers,Loyality programs;Cross Sell,13747,17927,5566,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,0.0
RJ,1,2018-04-02 17:29:57,2018-04-02 00:00:00,110.18,Loyal Customers,Loyality programs;Cross Sell,2069,24604,5566,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,0.0
MG,5,2017-08-30 11:41:01,2017-08-30 00:00:00,297.29,Loyal Customers,Loyality programs;Cross Sell,24961,26514,5566,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,1.0
DF,2,2017-11-30 13:33:14,2017-11-30 00:00:00,406.69000000000005,Loyal Customers,Loyality programs;Cross Sell,32557,27821,5566,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,0.0
SP,3,2017-09-06 21:52:21,2017-09-06 00:00:00,311.51,Loyal Customers,Loyality programs;Cross Sell,39779,27853,5566,Signature Twin Size Mattress,packaged vegetables fruits,produce,Signature Mattress,0.0
