,tsne-2d-one,tsne-2d-two,cluster
2025,9.411281,-2.408787,4.0
2026,-0.93603134,-2.4725742,3.0
2027,2.2930088,-13.90708,3.0
2028,-9.745013,-21.125809,8.0
2029,-7.150894,-21.524843,8.0
2030,-9.365653,-17.96142,8.0
2031,12.5365305,-5.5950527,4.0
2032,3.3135486,-3.9169974,4.0
2033,-17.583364,-5.5825496,1.0
2034,12.752259,1.4939425,4.0
2035,8.567617,14.762096,7.0
2036,-3.1963072,-13.409698,3.0
2037,5.8811917,-24.676281,11.0
2038,2.2552323,22.739914,7.0
2039,-5.8841577,8.866854,2.0
2040,-9.727452,-12.679384,3.0
2041,-10.554168,-7.501968,1.0
2042,15.779403,11.691893,4.0
2043,-16.56964,-10.37133,1.0
2044,4.140369,-23.47924,11.0
2045,5.1756077,0.2423335,4.0
2046,0.58681935,-7.2609873,3.0
2047,10.116022,-2.5973666,4.0
2048,-10.876662,4.1507754,9.0
2049,-8.737126,-5.775562,1.0
2050,18.526974,-1.4998212,0.0
2051,-1.8319992,-3.9552414,0.0
2052,12.715267,12.047987,7.0
2053,14.143037,-2.845294,4.0
2054,-7.7291656,-2.5704253,1.0
2055,9.420512,4.1697526,4.0
2056,6.7417574,-2.2036946,4.0
2057,-13.7851515,-6.862257,1.0
2058,-3.105623,-18.722103,8.0
2059,11.274154,-15.172532,3.0
2060,5.0582557,9.113471,4.0
2061,3.4091277,-25.552984,11.0
2062,3.39829,-1.1094979,4.0
2063,-11.769769,12.738007,6.0
2064,5.0702553,17.904238,7.0
2065,1.6610951,-25.344545,11.0
2066,6.484616,15.129867,7.0
2067,10.371076,-20.540815,3.0
2068,-6.3709188,22.156614,6.0
2069,1.1270759,-2.445109,3.0
2070,-16.121193,9.914139,5.0
2071,-16.82112,9.337304,5.0
2072,9.335668,2.2715669,4.0
2073,4.625032,18.92055,7.0
2074,20.553413,-0.30744907,0.0
2075,-5.456343,19.514605,6.0
2076,-20.958956,2.881761,6.0
2077,7.9757104,17.802353,7.0
2078,3.2049825,-4.508638,4.0
2079,-3.7826746,-16.22989,8.0
2080,5.8132157,-0.20930588,4.0
2081,-14.964675,-13.202932,1.0
2082,-11.2862625,7.563503,9.0
2083,-15.168323,22.357098,9.0
2084,-6.637017,13.399278,6.0
2085,9.016654,15.750071,7.0
2086,10.685414,13.290359,11.0
2087,-13.0799675,4.4149327,9.0
2088,-0.91982704,13.396543,2.0
2089,-19.963482,13.613289,5.0
2090,1.6433562,16.288853,7.0
2091,-9.404965,-3.8397217,1.0
2092,10.412673,-14.631176,3.0
2093,4.556812,-10.700001,3.0
2094,-4.0961847,19.222773,6.0
2095,-2.1985488,-12.598084,3.0
2096,-20.67071,6.214377,6.0
2097,-6.743102,-18.511572,8.0
2098,-11.273399,-3.8656828,1.0
2099,13.296305,-2.7759216,4.0
2100,-6.4225416,19.22282,6.0
2101,-4.237312,19.69951,6.0
2102,0.8075998,23.459106,7.0
2103,-10.220994,7.571166,9.0
2104,3.5864189,11.1518,2.0
2105,-19.962564,12.572066,5.0
2106,10.8821335,-15.114237,3.0
2107,-11.273113,6.0318303,9.0
2108,-15.490778,24.993183,9.0
2109,-17.576979,21.4168,9.0
2110,8.686088,-1.0176479,4.0
2111,5.5408597,18.402197,7.0
2112,16.37125,11.28387,4.0
2113,-13.36825,23.367922,9.0
2114,-3.5682929,13.884227,2.0
2115,20.922194,-2.9625127,0.0
2116,21.393955,-4.7283297,0.0
2117,-8.117802,-3.836138,1.0
2118,0.04435691,-8.205566,3.0
2119,19.527893,3.9641442,0.0
2120,-10.453966,-5.59953,1.0
2121,11.477683,-15.414004,3.0
2122,-9.44009,-12.894259,3.0
2123,-14.651303,21.39828,9.0
2124,9.422353,-1.5619216,4.0
2125,16.10059,-12.542673,3.0
2126,-15.755723,13.322655,5.0
2127,11.350023,-14.41762,3.0
2128,-16.632915,22.226828,9.0
2129,-5.45152,-20.739637,8.0
2130,-17.46412,-8.800171,1.0
2131,13.857501,0.91501474,4.0
2132,-9.460548,-6.401688,1.0
2133,16.962631,-4.981801,0.0
2134,7.68884,0.9985983,4.0
2135,6.3580456,4.9651527,4.0
2136,-17.835917,15.162783,5.0
2137,20.258612,0.033136517,0.0
2138,-17.79201,-12.7417555,1.0
2139,-16.469463,-3.878788,1.0
2140,5.5523267,0.92540455,4.0
2141,19.246084,-3.2291553,0.0
2142,21.405739,-2.8303342,0.0
2143,-3.7480533,-9.011338,0.0
2144,-12.717804,4.171433,9.0
2145,-1.9387076,10.172613,2.0
2146,1.1075896,29.502907,10.0
2147,-7.71673,2.17885,1.0
2148,0.55041736,-8.113188,3.0
2149,-8.510758,-4.7973976,1.0
2150,-3.5846803,-4.1860733,3.0
2151,-11.359642,-7.3056297,1.0
2152,-4.27913,-20.017233,8.0
2153,-4.7910933,18.852877,6.0
2154,-19.218508,13.757747,5.0
2155,3.7282627,19.711395,7.0
2156,-14.919067,13.185617,5.0
2157,2.0688043,-27.014582,11.0
2158,-2.3048098,-2.569801,3.0
2159,11.675463,-0.2972838,4.0
2160,2.9273856,-25.902718,11.0
2161,-6.594712,-19.336359,8.0
2162,-14.517389,13.22135,5.0
2163,11.205765,2.0686166,4.0
2164,-8.93525,10.092432,6.0
2165,4.3348846,7.1872797,4.0
2166,22.214487,-2.9297006,0.0
2167,-1.5626674,3.2950342,4.0
2168,-9.339429,4.3555593,9.0
2169,8.687191,6.8995743,4.0
2170,-4.66899,-20.982315,8.0
2171,6.421042,-0.2178578,4.0
2172,20.762428,4.2734594,0.0
2173,10.0770445,4.117803,4.0
2174,7.239015,-1.5445116,4.0
2175,2.1060581,-14.513161,3.0
2176,17.122719,-12.452452,3.0
2177,16.505283,-12.887745,3.0
2178,9.525742,9.243225,7.0
2179,6.156653,-2.2893634,4.0
2180,-2.864033,-2.1662476,3.0
2181,-0.93174654,-7.9822283,3.0
2182,10.668452,1.843716,4.0
2183,-4.240055,-10.594215,3.0
2184,0.51659644,11.23745,2.0
2185,16.366108,11.921886,7.0
2186,17.456036,-1.2214687,0.0
2187,-0.90474254,10.569565,2.0
2188,7.95742,-23.120558,11.0
2189,-6.8885226,-15.993435,8.0
2190,11.584547,-2.4774628,4.0
2191,13.269856,18.280167,7.0
2192,-6.392091,-20.905548,8.0
2193,-14.594101,13.013337,5.0
2194,8.125275,0.19045903,4.0
2195,-3.899357,-7.870591,1.0
2196,-19.187775,11.121775,5.0
2197,-20.914713,2.8108895,6.0
2198,-0.32379577,-3.3659182,8.0
2199,8.7871065,-8.918772,4.0
2200,3.5852425,5.6559277,4.0
2201,4.062701,7.811417,4.0
2202,-7.9151554,-7.5046883,1.0
2203,8.4551,17.561842,7.0
2204,10.54359,-16.356808,3.0
2205,-11.811416,5.349558,9.0
2206,-14.682456,10.173273,5.0
2207,16.00344,10.914932,7.0
2208,18.513418,-0.56175077,0.0
2209,20.005787,-2.8508961,0.0
2210,-1.5889506,9.471519,2.0
2211,7.329548,-2.9086323,4.0
2212,-9.948355,5.9285293,9.0
2213,15.918648,4.3004556,0.0
2214,-4.7549405,19.429384,6.0
2215,-15.637587,13.397882,5.0
2216,-16.608053,-2.197246,1.0
2217,15.9820795,-10.949313,3.0
2218,-14.400447,-0.576831,1.0
2219,5.5428686,-1.0875566,4.0
2220,-10.817413,6.09571,9.0
2221,8.509659,17.330194,7.0
2222,3.061453,-22.585245,11.0
2223,16.536701,-10.606167,3.0
2224,0.6090152,-7.311404,3.0
2225,24.267294,-1.2733327,0.0
2226,-15.960481,-10.950267,1.0
2227,-5.8114657,20.018215,6.0
2228,-6.947763,-19.802052,8.0
2229,18.757332,-4.2881074,0.0
2230,3.861742,-1.5732164,4.0
2231,-12.738489,-6.990263,1.0
2232,-1.4720072,-0.46726352,1.0
2233,2.301174,-20.62588,11.0
2234,7.7012677,-14.549733,3.0
2235,-18.05724,10.699759,5.0
2236,-9.33532,0.11678447,1.0
2237,-16.506117,16.146395,7.0
2238,18.20725,4.5797305,0.0
2239,3.393638,20.790346,7.0
2240,10.02828,5.5064373,4.0
2241,-9.044016,-10.5614395,3.0
2242,4.9561243,-23.47539,11.0
2243,-14.729824,-3.4660623,1.0
2244,15.820177,-1.6125112,0.0
2245,16.119345,10.761001,7.0
2246,-18.187384,-9.43578,1.0
2247,5.830837,6.964551,4.0
2248,-13.698765,23.026531,9.0
2249,-16.927052,23.231571,9.0
2250,12.231164,-0.15249316,4.0
2251,15.948291,17.891928,7.0
2252,8.120883,2.547429,4.0
2253,-4.721055,-19.744104,8.0
2254,14.151138,2.215819,4.0
2255,-0.48120198,-7.273446,3.0
2256,24.509254,1.5483751,0.0
2257,-5.1445026,-16.260626,8.0
2258,5.205424,-11.50232,3.0
2259,0.27862266,31.235529,10.0
2260,-15.125784,-4.26414,1.0
2261,-3.0871165,-10.308807,0.0
2262,-15.441478,11.630917,5.0
2263,-2.5204055,4.575601,9.0
2264,-9.871995,-2.5469894,1.0
2265,-8.796605,15.427781,6.0
2266,1.4251856,31.2482,10.0
2267,-15.131342,22.053955,9.0
2268,-1.4911103,-6.994734,3.0
2269,-7.530475,-20.761295,8.0
2270,-10.789639,6.9664087,9.0
2271,-4.971054,-15.935055,8.0
2272,-17.879313,-12.388639,1.0
2273,10.89289,-13.395006,3.0
2274,-20.833368,-0.7256107,8.0
2275,-2.3539028,10.011515,2.0
2276,11.238967,3.3654037,4.0
2277,5.821952,-23.777306,11.0
2278,7.9666357,1.3276273,4.0
2279,0.90429896,-2.8205042,3.0
2280,5.8109794,-22.431787,11.0
2281,24.254581,-3.3661883,0.0
2282,14.164422,2.835733,4.0
2283,-16.229954,15.3987875,5.0
2284,3.500351,2.7278984,4.0
2285,-8.635029,-20.219294,8.0
2286,9.981892,-3.5434802,4.0
2287,-4.184284,14.337016,6.0
2288,-6.819775,-21.754803,8.0
2289,3.442181,-20.177704,11.0
2290,5.180071,-13.720428,3.0
2291,-10.435756,3.2965415,9.0
2292,16.11943,-14.172068,3.0
2293,1.6376498,-5.057499,3.0
2294,-7.9755063,15.425328,6.0
2295,7.5566974,15.3002825,7.0
2296,9.144558,-14.501788,3.0
2297,0.24412975,11.826007,2.0
2298,-14.491439,13.972724,5.0
2299,-16.370605,22.681482,9.0
2300,-5.842572,-18.3922,8.0
2301,17.00791,-11.120278,3.0
2302,-0.42242065,-0.67243415,3.0
2303,-3.813188,17.105396,6.0
2304,-0.5571095,-13.206768,0.0
2305,-5.7490296,23.02931,6.0
2306,7.5096397,-24.532774,11.0
2307,-9.728201,-6.133562,1.0
2308,-18.071066,-6.0953355,1.0
2309,5.166645,15.76334,7.0
2310,-6.847523,-20.320513,8.0
2311,-9.117789,-17.540422,8.0
2312,4.1789613,-26.013887,11.0
2313,-6.094658,15.182896,6.0
2314,4.0107474,-23.156307,11.0
2315,16.23814,17.234781,7.0
2316,7.559519,17.958345,7.0
2317,-3.899037,21.129423,6.0
2318,8.787867,-15.963986,3.0
2319,16.570118,11.636361,4.0
2320,-8.391363,-1.8416442,1.0
2321,-18.213568,1.3394774,8.0
2322,2.87589,1.3694957,4.0
2323,8.488959,3.1387997,4.0
2324,7.9686055,-1.3514522,4.0
2325,6.4018974,13.442268,7.0
2326,3.0895674,23.156073,7.0
2327,-1.188256,12.284217,2.0
2328,-1.006393,18.66449,6.0
2329,7.079747,-23.94113,11.0
2330,-8.423257,14.791277,6.0
2331,0.12427894,10.350348,2.0
2332,16.077543,2.7860243,0.0
2333,13.189184,0.96960557,4.0
2334,-8.286812,-2.5978405,1.0
2335,-0.67150223,-10.086918,3.0
2336,-15.079408,9.871085,5.0
2337,-14.945506,-10.6677,1.0
2338,-6.972239,-16.529861,8.0
2339,2.505747,14.425567,7.0
2340,-9.558368,-3.6741757,1.0
2341,-6.3216963,-20.154686,8.0
2342,-9.677695,-17.23416,8.0
2343,16.493969,5.6967063,4.0
2344,14.766902,-12.839516,3.0
2345,1.8596712,17.607546,7.0
2346,9.346353,-15.815397,3.0
2347,4.769629,-21.98604,11.0
2348,-12.3183565,4.6816044,9.0
2349,0.9100864,30.35621,10.0
2350,-17.525883,13.91002,5.0
2351,21.31701,-1.5652978,0.0
2352,-21.152628,-2.1404831,11.0
2353,-6.9136734,10.374152,6.0
2354,21.907108,-2.1601837,0.0
2355,-6.279967,-21.182003,8.0
2356,-13.212085,-3.2104897,1.0
2357,-16.759102,22.353828,9.0
2358,-4.226139,21.34015,6.0
2359,-18.061064,15.235982,5.0
2360,5.750163,18.333536,7.0
2361,24.635342,-4.250046,0.0
2362,-5.1341414,-17.785675,8.0
2363,9.860934,-0.690844,4.0
2364,16.269947,11.148937,4.0
2365,4.3742003,17.227877,7.0
2366,-1.0380251,-18.708582,8.0
2367,-4.0246267,20.80275,6.0
2368,10.084541,-5.1300054,4.0
2369,-9.288401,-13.023621,3.0
2370,10.297707,5.3471494,4.0
2371,4.7157545,-0.92369133,4.0
2372,-4.0355034,18.52275,6.0
2373,10.573968,-15.072204,3.0
2374,8.885811,-14.819162,3.0
2375,3.259211,-18.231245,11.0
2376,3.0017996,23.110703,7.0
2377,-15.743754,11.942076,5.0
2378,-11.734866,3.412198,9.0
2379,6.0156264,18.395668,7.0
2380,3.4386883,-24.45891,11.0
2381,2.4104476,-1.7292671,4.0
2382,-15.417364,12.992632,5.0
2383,-10.526363,-0.29646048,1.0
2384,2.9780316,-14.170661,3.0
2385,19.555727,-0.93917394,0.0
2386,18.554504,1.8968025,0.0
2387,-11.790798,3.8654664,9.0
2388,2.2432165,31.062307,10.0
2389,-3.6057673,-16.382034,8.0
2390,6.0881286,-26.03129,11.0
2391,5.290513,4.2189894,4.0
2392,0.72220504,22.398912,9.0
2393,-9.821244,2.8955145,9.0
2394,10.217489,-12.2335615,3.0
2395,4.820162,-12.432211,3.0
2396,8.889952,13.381189,7.0
2397,-2.5105484,4.7206364,3.0
2398,-12.539794,-5.887176,1.0
2399,-1.6276695,12.165884,2.0
2400,-21.619501,3.0387852,6.0
2401,-7.613171,-11.277585,3.0
2402,-5.6669703,-19.312868,8.0
2403,6.506623,-2.9599183,4.0
2404,-15.329419,-3.3851676,1.0
2405,-16.10595,22.663237,9.0
2406,6.888367,-2.8256116,4.0
2407,-4.0409484,-9.074301,3.0
2408,2.8580945,5.3670363,4.0
2409,-7.4859333,-6.073502,1.0
2410,6.603324,-2.283035,4.0
2411,6.211464,3.230011,4.0
2412,-5.0702796,6.43116,4.0
2413,-18.857471,-8.140602,1.0
2414,3.870498,-22.369568,11.0
2415,18.961905,4.4667554,0.0
2416,-8.26639,16.422728,6.0
2417,-14.450766,21.031729,9.0
2418,-8.785791,-5.7299094,1.0
2419,7.3470464,-6.8231373,4.0
2420,-8.575603,-12.576504,3.0
2421,-8.959717,1.1486862,1.0
2422,-16.859997,-7.3632293,1.0
2423,-14.98994,10.374249,5.0
2424,-14.947112,-10.057969,1.0
2425,-3.7312331,-6.297824,1.0
2426,1.00718,30.719028,10.0
2427,-1.7192625,8.446861,2.0
2428,-0.96434635,11.548044,2.0
2429,-11.890761,6.8335867,9.0
2430,5.486303,-26.577728,11.0
2431,22.536005,-1.7169936,0.0
2432,-11.567815,-4.957237,1.0
2433,18.702427,0.26394433,0.0
2434,-18.625418,-9.909041,1.0
2435,8.276104,-21.008411,11.0
2436,-4.663957,20.227491,6.0
2437,9.561354,-14.054688,3.0
2438,3.619136,1.3469498,4.0
2439,22.074863,1.8188857,0.0
2440,-0.1854791,10.102909,2.0
2441,-0.9605107,-8.449119,3.0
2442,-13.640648,23.56481,9.0
2443,-4.858419,-14.782175,8.0
2444,20.48604,-2.2487357,0.0
2445,-12.33676,4.631454,9.0
2446,10.218644,-10.574711,4.0
2447,10.271378,-23.341595,11.0
2448,-17.993732,12.268493,5.0
2449,-12.796305,4.0388985,9.0
2450,7.7815437,-22.104477,11.0
2451,7.698946,-21.834925,11.0
2452,0.6936518,30.728731,10.0
2453,-5.408723,20.6585,6.0
2454,-1.5080504,11.394596,2.0
2455,15.649159,18.062494,7.0
2456,16.02897,11.274154,4.0
2457,14.754797,-12.194527,3.0
2458,8.73195,20.650286,7.0
2459,7.6357775,6.491623,4.0
2460,-5.521,21.135078,6.0
2461,0.52880746,29.575212,10.0
2462,-1.0705396,10.424073,2.0
2463,-3.2719996,21.44665,6.0
2464,6.49118,4.290189,4.0
2465,-7.6436405,-19.455223,8.0
2466,-6.574086,-20.538078,8.0
2467,-7.2167196,20.9763,6.0
2468,5.7031136,-18.653498,11.0
2469,-19.755964,6.7794385,6.0
2470,2.170408,-3.1005836,4.0
2471,20.000528,7.1595836,0.0
2472,-7.4491014,-16.254936,8.0
2473,-18.540916,-11.349044,1.0
2474,-12.771021,-5.6526194,1.0
2475,4.7029505,-11.185932,3.0
2476,3.7639408,-12.501263,3.0
2477,-14.826969,12.023505,5.0
2478,-13.525972,0.50458676,1.0
2479,2.63911,3.7388034,4.0
2480,16.092743,17.979584,7.0
2481,8.089264,3.552737,4.0
2482,-6.7119627,-18.120655,8.0
2483,4.728564,4.876613,4.0
2484,-19.792467,14.78209,7.0
2485,0.48827496,-22.621218,11.0
2486,-6.05692,10.181738,7.0
2487,1.7630119,22.689713,7.0
2488,-9.946645,-20.08224,8.0
2489,9.984602,-7.0882545,4.0
2490,8.786384,19.132664,7.0
2491,-11.9767475,6.0004687,9.0
2492,7.2705016,5.423423,4.0
2493,3.786064,-24.325111,11.0
2494,-13.067501,21.352001,9.0
2495,-5.4828653,-15.253267,8.0
2496,2.688669,3.8497002,4.0
2497,3.2960088,8.063281,9.0
2498,-13.600559,-6.0432143,1.0
2499,16.336727,17.72272,7.0
2500,16.225866,6.875087,0.0
2501,8.501428,-0.5955589,4.0
2502,16.290325,-11.554129,3.0
2503,5.766912,-11.566671,3.0
2504,-11.124115,8.125302,9.0
2505,3.1600823,0.40589264,4.0
2506,7.876327,-2.6509867,4.0
2507,2.397455,-12.739862,3.0
2508,9.348917,-4.4605713,4.0
2509,5.4550204,16.099268,7.0
2510,-7.666129,20.205973,6.0
2511,-8.747711,4.3074207,9.0
2512,0.30215648,28.080017,10.0
2513,20.446562,1.6568851,0.0
2514,-16.58523,-12.063749,1.0
2515,7.898773,18.247906,7.0
2516,7.795149,-22.455647,11.0
2517,8.017583,14.032656,7.0
2518,15.761254,18.197117,7.0
2519,13.267656,-1.8181136,4.0
2520,15.961107,4.3658447,0.0
2521,3.3898504,4.5366564,4.0
2522,0.23619586,-8.020771,3.0
2523,3.3873827,-24.841671,11.0
2524,-2.680914,-19.99459,8.0
2525,-6.2032285,-6.9327297,1.0
2526,0.977498,-7.9395723,3.0
2527,19.256378,-0.7446744,0.0
2528,18.586882,-0.21993917,0.0
2529,6.416164,-24.62712,11.0
2530,-15.871793,23.54294,9.0
2531,4.68827,-21.455967,11.0
2532,2.838783,23.335909,7.0
2533,6.68509,4.614653,4.0
2534,-15.645749,14.146054,5.0
2535,-10.14799,-8.318546,1.0
2536,-0.22772267,-23.471367,11.0
2537,5.9211087,-1.067857,4.0
2538,-14.930786,-10.080511,1.0
2539,7.6082735,17.091124,7.0
2540,0.10122717,-7.9787774,3.0
2541,6.647924,17.964201,7.0
2542,8.781289,-13.512341,3.0
2543,-16.578985,21.830864,9.0
2544,6.080414,5.4911895,4.0
2545,-3.559033,-13.915642,8.0
2546,-2.1664717,11.455666,2.0
2547,-0.75084406,10.85538,2.0
2548,5.3428526,-24.197735,11.0
2549,17.638664,-6.005174,0.0
2550,7.941521,15.372926,7.0
2551,-14.611502,24.301283,9.0
2552,-9.704144,-6.096089,1.0
2553,-13.931169,23.780617,9.0
2554,16.725746,-13.762318,3.0
2555,3.5859656,-19.000607,11.0
2556,12.493967,-3.3353086,4.0
2557,16.500107,3.42605,9.0
2558,6.1264987,-5.202272,4.0
2559,1.1269202,17.116238,7.0
2560,-11.3188715,-5.1565547,1.0
2561,10.8583975,2.1703067,4.0
2562,-16.51392,20.671074,9.0
2563,1.2998532,-20.557678,11.0
2564,18.937193,0.79506636,0.0
2565,5.038365,-9.106379,3.0
2566,-14.902752,15.360875,5.0
2567,1.6814576,5.7139077,4.0
2568,-15.607929,14.430111,5.0
2569,-6.449115,9.779585,2.0
2570,-3.4584827,9.024711,2.0
2571,10.841315,0.7418925,4.0
2572,5.8581305,-18.38722,11.0
2573,15.581039,-3.2142308,0.0
2574,-12.0373745,4.635593,9.0
2575,-3.9889078,7.8397756,2.0
2576,-10.640215,-3.6039617,1.0
2577,4.709579,-20.078453,11.0
2578,-16.421667,-10.565755,1.0
2579,-6.6000633,-18.066063,8.0
2580,5.126718,-28.339111,11.0
2581,2.1807306,1.563015,4.0
2582,9.157971,-2.6708736,4.0
2583,-18.01052,12.243361,5.0
2584,-8.491831,-17.917479,8.0
2585,-9.205971,15.27832,6.0
2586,-13.145163,23.176188,9.0
2587,-14.999182,21.839851,9.0
2588,6.22661,-10.448604,3.0
2589,2.1402564,23.523714,7.0
2590,-8.85175,-5.5703406,1.0
2591,-0.60165757,-7.3964953,3.0
2592,-10.244132,-3.353329,1.0
2593,-7.003915,-0.14511497,1.0
2594,8.751363,15.066728,7.0
2595,4.522158,-21.165709,11.0
2596,9.073598,-15.515537,3.0
2597,2.3458705,0.29082114,4.0
2598,-7.594093,-11.233027,3.0
2599,9.837196,0.97479105,4.0
2600,-2.1833992,12.331351,2.0
2601,3.2938251,13.798136,7.0
2602,2.6747327,-25.191448,11.0
2603,-17.654165,14.509807,5.0
2604,7.787654,-15.309197,3.0
2605,8.460532,17.551168,7.0
2606,-10.98832,3.8032475,9.0
2607,-9.459032,5.010321,9.0
2608,-7.6035213,1.9913709,1.0
2609,-5.8596683,21.606121,6.0
2610,14.377207,1.8912059,4.0
2611,-15.044018,-6.5997796,1.0
2612,-9.969824,-3.995686,1.0
2613,-13.902896,13.1521845,5.0
2614,4.933162,-27.116524,11.0
2615,15.067982,18.426178,7.0
2616,17.98897,-1.6716955,0.0
2617,1.1226133,-8.309008,3.0
2618,14.2914915,-5.026565,4.0
2619,0.38677412,11.115332,2.0
2620,-5.040504,-7.704825,1.0
2621,-8.562463,-21.57711,8.0
2622,-10.368172,-4.4235926,1.0
2623,9.906578,-16.673555,3.0
2624,3.8414755,3.025463,4.0
2625,-7.2924256,-10.400378,3.0
2626,5.479203,-6.8753815,3.0
2627,6.540005,14.936243,7.0
2628,8.324504,2.8868074,4.0
2629,10.862255,-2.6245966,4.0
2630,-6.739632,-18.335417,8.0
2631,-15.572203,13.645643,5.0
2632,6.9156795,3.6573014,4.0
2633,-10.138759,-0.41072747,1.0
2634,5.239045,18.0677,7.0
2635,-7.0688496,-18.718527,8.0
2636,-18.742683,-9.979507,1.0
2637,17.901396,-5.8917656,3.0
2638,-1.5848304,11.633714,2.0
2639,-4.8168907,-2.8310254,3.0
2640,22.152462,-3.080577,0.0
2641,-10.288916,5.632245,9.0
2642,2.556922,-23.246817,11.0
2643,-8.633379,13.505119,6.0
2644,8.264478,7.7938175,4.0
2645,-8.096787,15.335469,6.0
2646,12.4362955,-4.7642503,4.0
2647,18.394497,-5.273614,0.0
2648,2.2622533,22.309423,7.0
2649,-5.3949313,3.8467145,9.0
2650,12.430627,-4.9635205,4.0
2651,20.081924,-1.9667988,0.0
2652,10.106128,-11.320047,3.0
2653,-19.03051,13.077301,5.0
2654,-10.015643,3.6150274,9.0
2655,-9.097977,-4.625401,1.0
2656,10.252491,-23.260336,11.0
2657,-3.871012,11.525945,2.0
2658,-11.594291,5.5065546,6.0
2659,2.6808097,-23.475069,11.0
2660,14.034534,-2.32222,4.0
2661,5.4032273,18.404884,7.0
2662,-6.443754,22.702337,6.0
2663,1.0620521,22.430134,9.0
2664,-0.4300603,28.389484,10.0
2665,-12.082623,-2.957031,1.0
2666,-9.270992,-2.2941458,1.0
2667,3.6319969,-13.253027,3.0
2668,-8.667223,4.523401,9.0
2669,-4.714675,10.399813,2.0
2670,-5.5331836,-20.42651,8.0
2671,-5.481452,-2.884388,1.0
2672,2.2269597,-10.517489,3.0
2673,-0.5079913,11.808023,2.0
2674,-10.618228,4.987322,9.0
2675,-13.129011,3.8404248,9.0
2676,13.815363,8.6845455,4.0
2677,2.0290391,-1.898258,4.0
2678,-5.242428,18.901354,6.0
2679,-4.7659664,0.08181196,3.0
2680,21.097075,-0.84407836,0.0
2681,4.4498296,19.294641,7.0
2682,-8.877726,14.552771,6.0
2683,-8.933986,1.1939021,1.0
2684,5.444291,-24.599447,11.0
2685,-7.2617993,-13.989063,3.0
2686,5.9165897,-24.93229,11.0
2687,2.8163078,-24.128658,11.0
2688,4.787141,-23.056774,11.0
2689,-10.795786,4.086613,9.0
2690,15.002164,-12.629092,3.0
2691,6.6537247,6.936751,4.0
2692,-14.624111,-13.521908,8.0
2693,-0.95513356,9.794002,2.0
2694,11.02169,-4.9778585,4.0
2695,-12.648521,-4.360307,1.0
2696,-0.95408,30.14914,10.0
2697,-15.295735,-6.098608,11.0
2698,22.156288,-2.631484,0.0
2699,-8.690406,-11.7228365,3.0
2700,6.068804,16.698298,7.0
2701,-15.020137,-10.027124,11.0
2702,17.4905,-4.200299,0.0
2703,-17.06843,-3.9381971,1.0
2704,17.258621,-1.1702257,0.0
2705,7.2955995,-23.698793,11.0
2706,-15.051646,21.413946,9.0
2707,9.931014,-7.274049,4.0
2708,-0.5873679,-15.371376,8.0
2709,-8.393099,-0.83496547,1.0
2710,-8.627024,-7.2973423,1.0
2711,-4.990013,20.32922,6.0
2712,-4.8792396,19.291246,6.0
2713,20.291601,-3.863053,0.0
2714,-14.716042,-11.762741,1.0
2715,7.6760716,16.100224,7.0
2716,3.422454,-26.93814,11.0
2717,15.059879,-11.520383,3.0
2718,12.00884,3.7427673,4.0
2719,-15.684275,22.748781,9.0
2720,-7.7324486,16.394459,6.0
2721,21.846188,-0.68518555,0.0
2722,-4.917399,-2.9020147,1.0
2723,-10.196726,4.9286313,9.0
2724,0.3629034,22.109333,7.0
2725,6.7735415,1.7027289,4.0
2726,-0.6420297,30.926947,10.0
2727,-17.499939,-1.8639404,1.0
2728,-8.188697,-20.734573,8.0
2729,6.79312,-23.120956,11.0
2730,1.4820802,-25.798454,11.0
2731,-7.159841,-16.778982,8.0
2732,9.140204,16.356224,7.0
2733,-10.587394,5.7396502,9.0
2734,-20.200098,2.9375858,6.0
2735,-1.682453,-5.24817,3.0
2736,0.05542668,-5.837827,3.0
2737,-10.541638,-2.9888723,1.0
2738,7.3553305,3.16019,4.0
2739,22.176218,-2.298383,0.0
2740,-9.287521,5.3695498,9.0
2741,5.009264,-23.514845,11.0
2742,6.4471116,-20.345661,11.0
2743,4.127099,16.764729,7.0
2744,-17.971277,9.670439,5.0
2745,16.342834,11.272609,4.0
2746,-20.71847,2.9791055,9.0
2747,-3.3279996,-9.570371,1.0
2748,11.813964,5.325673,4.0
2749,-19.251623,11.312196,5.0
2750,7.000796,-1.9200882,4.0
2751,-7.4734073,-11.266977,3.0
2752,-14.632412,21.250662,9.0
2753,3.2127733,22.873077,7.0
2754,-3.5226934,6.81235,8.0
2755,6.608161,-24.318773,11.0
2756,-7.6574416,-19.736864,8.0
2757,18.476831,-1.22306,0.0
2758,2.016259,-23.369581,11.0
2759,8.699995,-20.987392,11.0
2760,-4.2193956,11.4794655,2.0
2761,-1.2573434,11.258857,2.0
2762,17.186834,-12.818226,3.0
2763,11.535357,0.3276433,4.0
2764,23.051956,-3.1429334,0.0
2765,4.8469825,-12.019644,3.0
2766,-15.284168,22.225952,9.0
2767,-17.12273,13.145453,5.0
2768,9.785186,-4.2802105,4.0
2769,7.5147285,-15.037088,3.0
2770,-19.23704,7.8110046,5.0
2771,-3.3533206,-20.176043,8.0
2772,-15.420054,-2.326332,1.0
2773,0.1563223,29.993048,10.0
2774,-5.570676,-15.464494,8.0
